zip,lead_exposure_probability,lead_risk_label,maintenance_debt_usd,compliance_risk_score,compliance_risk_label,energy_burden_pct,energy_burden_label,flood_annual_cost_usd
27980,44,Moderate,975,,,2.09,Low,0.54
27981,46,High,650,,,2.09,Low,75.7
27982,33,Moderate,1625,,,,,1150.69
27983,48,High,20758,23,Moderate,3.47,Moderate,75.85
27985,48,High,,,,2.55,Low,2.27
27986,50,High,20470,26,Moderate,3.18,Moderate,7.25
28001,59,High,25450,90,Critical,2.76,Low,5.78
28002,,,,90,Critical,,,
28006,48,High,31500,24,Moderate,3.06,Moderate,
28007,49,High,3250,41,Moderate,2.93,Low,
28009,71,Very High,31150,31,Moderate,3.56,Moderate,0.03
28012,44,Moderate,,50,High,1.89,Low,0.05
28016,40,Moderate,,93,Critical,2.95,Low,
28017,,,,39,Moderate,,,
28018,57,High,,61,High,2.82,Low,1.42
28020,36,Moderate,,,,2.48,Low,
28021,47,High,21622,76,Critical,2.66,Low,0.41
28023,70,High,19750,50,High,2.47,Low,0.04
28024,15,Low,,61,High,,,
28025,53,High,325,73,Critical,1.94,Low,0.5
28026,,,,73,Critical,,,
28027,30,Moderate,990,73,Critical,1.72,Low,0.4
28031,19,Low,,56,High,1.33,Low,0.32
28032,49,High,,,,2.07,Low,1.69
28033,34,Moderate,1950,,,2.23,Low,
28034,52,High,325,93,Critical,2.56,Low,0.04
28035,,,,10,Low,,,
28036,19,Low,,10,Low,1.06,Low,0.08
28037,45,Moderate,1350,58,High,1.4,Low,0.07
28039,46,High,325,6,Low,,,
28040,68,High,,79,Critical,2.65,Low,
28041,79,Very High,,69,High,,,
28042,63,High,24550,,,,,
28043,49,High,20278,55,High,3.67,Moderate,0.53
28052,51,High,25000,73,Critical,3.33,Moderate,0.13
28053,,,,73,Critical,,,
28054,40,Moderate,21130,73,Critical,2.58,Low,0.19
28055,,,,73,Critical,,,
28056,28,Moderate,975,73,Critical,1.7,Low,0.03
28070,,,,6,Low,,,
28071,46,High,,,,1.86,Low,
28072,35,Moderate,975,,,2.7,Low,
28073,34,Moderate,,6,Low,2.77,Low,
28075,19,Low,,75,Critical,1.09,Low,9.92
28076,46,High,23500,,,,,
28077,50,High,21142,29,Moderate,4.97,Moderate,
28078,18,Low,,6,Low,1.27,Low,0.66
28079,19,Low,,,,1.57,Low,0.47
28080,31,Moderate,,,,2.02,Low,0.04
28081,47,High,21550,47,High,2.22,Low,3.11
28082,,,,47,High,,,
28083,48,High,2925,47,High,2.53,Low,0.49
28086,47,High,,85,Critical,2.74,Low,0.03
28088,48,High,31788,50,High,2.69,Low,
28089,69,High,30700,,,2.01,Low,
28090,70,High,21190,19,Low,2.94,Low,
28091,49,High,2925,90,Critical,2.82,Low,
28092,45,Moderate,,50,High,2.45,Low,0.1
28093,,,,50,High,,,
28097,32,Moderate,,28,Moderate,1.98,Low,
28098,51,High,26260,68,High,2.96,Low,
28101,33,Moderate,,,,1.24,Low,
28102,67,High,40650,,,,,
28103,55,High,21094,48,High,2.05,Low,
28104,20,Low,1350,,,1.18,Low,0.22
28105,30,Moderate,,,,1.47,Low,0.39
28107,32,Moderate,,10,Low,1.59,Low,0.06
28108,45,Moderate,19750,,,,,
28109,63,High,34390,,,5.33,Moderate,
28110,38,Moderate,,73,Critical,1.89,Low,1.14
28111,,,,73,Critical,,,
28112,52,High,650,73,Critical,2.05,Low,0.02
28114,54,High,,85,Critical,2.54,Low,1.14
28115,39,Moderate,11750,55,High,1.77,Low,0.03
28117,26,Moderate,,55,High,1.4,Low,
28119,50,High,20494,42,Moderate,3.99,Moderate,
28120,36,Moderate,1300,47,High,2.05,Low,1.55
28124,46,High,,,,2,Low,0.39
28125,32,Moderate,,,,1.83,Low,0.29
28127,45,Moderate,325,6,Low,1.96,Low,0.25
28128,58,High,2925,93,Critical,2.56,Low,0.37
28129,47,High,,36,Moderate,2.08,Low,0.1
28133,49,High,3590,61,High,2.76,Low,0.09
28134,22,Moderate,,24,Moderate,1.85,Low,0.16
28135,46,High,,61,High,2.35,Low,
28136,59,High,19750,,,1.96,Low,
28137,45,Moderate,325,3,Low,2.13,Low,0.06
28138,34,Moderate,,10,Low,2.4,Low,
28139,29,Moderate,975,36,Moderate,2.94,Low,3.39
28144,83,Very High,25900,51,High,2.98,Low,0.49
28145,,,,51,High,,,
28146,67,High,650,51,High,2.29,Low,0.41
28147,57,High,1300,51,High,2.57,Low,1.51
28150,73,Very High,20350,60,High,2.89,Low,0.86
28151,,,,60,High,,,
28152,69,High,19750,60,High,2.74,Low,0.08
28159,62,High,27700,10,Low,2.42,Low,
28160,63,High,29200,,,3.97,Moderate,
28163,35,Moderate,1625,69,High,2.03,Low,
28164,35,Moderate,1300,56,High,1.86,Low,
28166,32,Moderate,,51,High,1.8,Low,
28167,44,Moderate,975,83,Critical,3.62,Moderate,
28168,35,Moderate,975,24,Moderate,2.42,Low,0.79
28169,47,High,21766,,,,,
28170,60,High,2275,55,High,4.24,Moderate,0.12
28173,18,Low,,22,Moderate,1.05,Low,0.12
28174,35,Moderate,975,26,Moderate,2.16,Low,
28201,,,,85,Critical,,,
28202,27,Moderate,,85,Critical,1.51,Low,0.07
28203,33,Moderate,,85,Critical,1.48,Low,1.78
28204,33,Moderate,,85,Critical,1.72,Low,4.96
28205,58,High,25150,85,Critical,2.12,Low,16.76
28206,43,Moderate,,85,Critical,2.98,Low,9.14
28207,61,High,24550,85,Critical,0.72,Low,25.45
28208,58,High,3590,85,Critical,2.99,Low,5.73
28209,52,High,,85,Critical,1.57,Low,9.78
28210,53,High,,85,Critical,1.63,Low,0.66
28211,54,High,19750,85,Critical,1.18,Low,3.46
28212,55,High,19750,85,Critical,2.98,Low,0.14
28213,39,Moderate,,85,Critical,2.76,Low,0.31
28214,39,Moderate,,85,Critical,1.83,Low,20.51
28215,40,Moderate,,85,Critical,2.32,Low,3.56
28216,39,Moderate,,85,Critical,2.36,Low,1.2
28217,41,Moderate,,85,Critical,2.54,Low,1.83
28218,,,,85,Critical,,,
28219,,,,85,Critical,,,
28220,,,,85,Critical,,,
28221,,,,85,Critical,,,
28222,,,,85,Critical,,,
28223,70,High,31500,85,Critical,,,
28224,,,,85,Critical,,,
28226,52,High,325,85,Critical,1.36,Low,3.46
28227,42,Moderate,975,85,Critical,2.04,Low,0.36
28228,,,,85,Critical,,,
28229,,,,85,Critical,,,
28230,,,,85,Critical,,,
28231,,,,85,Critical,,,
28232,,,,85,Critical,,,
28233,,,,85,Critical,,,
28234,,,,85,Critical,,,
28235,,,,85,Critical,,,
28236,,,,85,Critical,,,
28237,,,,85,Critical,,,
28241,,,,85,Critical,,,
28242,,,,85,Critical,,,
28243,,,,85,Critical,,,
28244,,,,85,Critical,,,
28246,,,,85,Critical,,,
28247,,,,85,Critical,,,
28250,,,,85,Critical,,,
28253,,,,85,Critical,,,
28254,,,,85,Critical,,,
28255,,,,85,Critical,,,
28256,,,,85,Critical,,,
28258,,,,85,Critical,,,
28260,,,,85,Critical,,,
28262,26,Moderate,,85,Critical,2.3,Low,0.61
28263,,,,85,Critical,,,
28265,,,,85,Critical,,,
28266,,,,85,Critical,,,
28269,27,Moderate,,85,Critical,1.89,Low,0.03
28270,39,Moderate,,85,Critical,1.19,Low,0.38
28271,,,,85,Critical,,,
28272,,,,85,Critical,,,
28273,27,Moderate,,85,Critical,1.81,Low,0.04
28274,,,,85,Critical,,,
28275,,,,85,Critical,,,
28277,26,Moderate,,85,Critical,1.26,Low,0.22
28278,25,Moderate,,85,Critical,1.26,Low,0.12
28280,,,,85,Critical,,,
28281,,,,85,Critical,,,
28282,,,,85,Critical,,,
28284,,,,85,Critical,,,
28285,,,,85,Critical,,,
28287,,,,85,Critical,,,
28288,,,,85,Critical,,,
28289,,,,85,Critical,,,
28290,,,,85,Critical,,,
28296,,,,85,Critical,,,
28297,,,,85,Critical,,,
28299,,,,85,Critical,,,
28301,40,Moderate,3250,73,Critical,4.15,Moderate,21.62
28302,,,,73,Critical,,,
28303,48,High,19750,73,Critical,2.88,Low,1.52
28304,39,Moderate,19750,73,Critical,2.65,Low,5.82
28305,57,High,28150,73,Critical,2.17,Low,3.09
28306,25,Moderate,,73,Critical,2.43,Low,3.06
28307,40,Moderate,19750,47,High,2.99,Low,
28309,,,,73,Critical,,,
28310,,,,47,High,,,
28311,36,Moderate,650,73,Critical,2.56,Low,0.9
28312,25,Moderate,,73,Critical,2.31,Low,9.48
28314,25,Moderate,,73,Critical,2.56,Low,1.32
28315,33,Moderate,,90,Critical,2.1,Low,0.73
28318,27,Moderate,975,33,Moderate,2.36,Low,1.66
28320,71,Very High,20542,71,Critical,2.7,Low,13.99
28323,33,Moderate,,,,2.31,Low,1.92
28325,51,High,3590,79,Critical,3.5,Moderate,7.5
28326,28,Moderate,,33,Moderate,1.99,Low,
28327,32,Moderate,,83,Critical,1.81,Low,1.23
28328,45,Moderate,,65,High,3.19,Moderate,3.57
28329,,,,65,High,,,
28330,50,High,25150,,,,,
28331,43,Moderate,325,,,,,
28332,34,Moderate,,42,Moderate,2.66,Low,
28333,43,Moderate,975,,,3.76,Moderate,7.41
28334,46,High,,16,Low,2.81,Low,2.46
28335,,,,16,Low,,,
28337,54,High,,0,Low,4.12,Moderate,2.05
28338,70,High,,79,Critical,2.61,Low,
28339,50,High,2925,0,Low,2.96,Low,4.18
28340,47,High,20902,47,High,4.02,Moderate,2.35
28341,50,High,3250,71,Critical,2.86,Low,
28342,38,Moderate,,13,Low,1.9,Low,0.27
28343,35,Moderate,975,21,Moderate,4.38,Moderate,
28344,34,Moderate,,75,Critical,3.15,Moderate,0.96
28345,57,High,2925,90,Critical,3.99,Moderate,0.01
28347,32,Moderate,,,,3.89,Moderate,
28348,30,Moderate,,60,High,2.35,Low,5.75
28349,43,Moderate,1300,37,Moderate,2.4,Low,30.45
28350,65,High,23530,,,,,
28351,35,Moderate,1300,,,3.32,Moderate,0.79
28352,48,High,20806,30,Moderate,3.68,Moderate,1.26
28353,,,,30,Moderate,,,
28356,31,Moderate,,59,High,2.41,Low,13.27
28357,30,Moderate,,,,3.25,Moderate,5.12
28358,46,High,,53,High,3.28,Moderate,55.38
28359,,,,53,High,,,
28360,33,Moderate,1950,53,High,3.29,Moderate,77.42
28362,58,High,19750,,,4.63,Moderate,
28363,45,Moderate,,,,3.46,Moderate,
28364,52,High,650,90,Critical,4.53,Moderate,6.84
28365,57,High,20794,51,High,2.93,Low,2.27
28366,35,Moderate,1300,41,Moderate,2.65,Low,4.36
28367,67,High,33790,,,2.43,Low,
28368,62,High,34750,,,2.01,Low,
28369,34,Moderate,1950,,,3.6,Moderate,18.39
28370,,,,42,Moderate,,,
28371,30,Moderate,,79,Critical,2.85,Low,1.88
28372,35,Moderate,1625,66,High,4.81,Moderate,7.6
28373,44,Moderate,650,73,Critical,2.06,Low,
28374,31,Moderate,,42,Moderate,1.44,Low,2.47
28375,60,High,24400,,,2.14,Low,
28376,21,Moderate,1350,53,High,2.48,Low,0.54
28377,55,High,19750,68,High,4.4,Moderate,0.78
28378,62,High,19750,,,,,
28379,48,High,31776,68,High,3.25,Moderate,0.69
28380,,,,68,High,,,
28382,36,Moderate,975,6,Low,2.08,Low,0.23
28383,35,Moderate,1300,42,Moderate,4.1,Moderate,6.33
28384,34,Moderate,1950,41,Moderate,3.19,Moderate,2.08
28385,34,Moderate,,48,High,2.12,Low,
28386,33,Moderate,1625,,,5.07,Moderate,0.07
28387,44,Moderate,975,,,2.08,Low,0.28
28390,39,Moderate,,55,High,2.61,Low,1.56
28391,32,Moderate,,48,High,2.18,Low,1.17
28392,59,High,25822,,,2.13,Low,1.07
28393,54,High,,58,High,4.45,Moderate,0.29
28394,32,Moderate,,36,Moderate,1.76,Low,9.73
28395,34,Moderate,,48,High,1.9,Low,1.8
28396,70,High,19750,76,Critical,2.7,Low,
28398,53,High,,6,Low,3.4,Moderate,3.51
28399,33,Moderate,,,,3.38,Moderate,5.2
28401,63,High,28150,73,Critical,2.94,Low,7.78
28402,,,,73,Critical,,,
28403,44,Moderate,650,73,Critical,3.01,Moderate,9.31
28404,,,,73,Critical,,,
28405,31,Moderate,,73,Critical,2.26,Low,13.92
28406,,,,73,Critical,,,
28407,,,,73,Critical,,,
28408,,,,73,Critical,,,
28409,32,Moderate,,73,Critical,1.42,Low,30.21
28410,,,,73,Critical,,,
28411,20,Low,1350,73,Critical,1.63,Low,30.19
28412,22,Moderate,11750,73,Critical,2.28,Low,2.7
28420,35,Moderate,975,,,2.99,Low,24.94
28421,54,High,21550,65,High,2.73,Low,83.98
28422,22,Moderate,,47,High,2.26,Low,38.94
28423,46,High,,21,Moderate,3.37,Moderate,7.33
28424,45,Moderate,325,22,Moderate,3.18,Moderate,210.72
28425,34,Moderate,,90,Critical,2.35,Low,213.91
28428,27,Moderate,1300,50,High,1.75,Low,173.72
28429,51,High,1950,75,Critical,2.09,Low,23.77
28430,46,High,,14,Low,2.3,Low,0.35
28431,55,High,21130,74,Critical,4.76,Moderate,4.12
28432,48,High,20758,,,1.83,Low,9.9
28433,44,Moderate,650,29,Moderate,3.07,Moderate,3.65
28434,34,Moderate,,,,3.51,Moderate,
28435,47,High,,,,3.72,Moderate,223.07
28436,47,High,,61,High,2.32,Low,60.74
28438,45,Moderate,,58,High,2.76,Low,18.95
28439,48,High,20902,36,Moderate,5.31,Moderate,161.66
28441,35,Moderate,,61,High,3.6,Moderate,31.54
28442,45,Moderate,,,,2.64,Low,14.99
28443,20,Low,,58,High,1.72,Low,18.97
28444,32,Moderate,,31,Moderate,2.64,Low,41.44
28445,22,Moderate,1350,,,1.72,Low,167.16
28447,31,Moderate,,,,2.09,Low,224.79
28448,35,Moderate,,,,2.99,Low,72.93
28449,39,Moderate,,3,Low,1.44,Low,350.74
28450,53,High,,49,High,2.05,Low,116.41
28451,19,Low,,73,Critical,1.98,Low,12.58
28452,43,Moderate,650,,,,,
28453,36,Moderate,1300,54,High,3.04,Moderate,
28454,40,Moderate,,96,Critical,2.23,Low,25.25
28455,45,Moderate,,,,2.91,Low,8.2
28456,68,High,,40,Moderate,3.19,Moderate,1.97
28457,22,Moderate,11750,,,2.29,Low,41.58
28458,44,Moderate,1300,56,High,4.13,Moderate,3.01
28459,,,,21,Moderate,,,
28460,21,Moderate,,,,1.78,Low,82.62
28461,20,Low,,,,1.93,Low,37.46
28462,31,Moderate,,,,2.62,Low,33.31
28463,47,High,21190,61,High,3.97,Moderate,12.56
28464,34,Moderate,,56,High,3.05,Moderate,2.04
28465,31,Moderate,,0,Low,1.83,Low,67.91
28466,44,Moderate,325,76,Critical,2.48,Low,229.86
28467,20,Low,,,,2.11,Low,11.94
28468,20,Low,,,,1.81,Low,2.74
28469,29,Moderate,11750,7,Low,1.76,Low,18.26
28470,53,High,,21,Moderate,2.25,Low,7.22
28472,45,Moderate,19750,73,Critical,3.13,Moderate,29.44
28478,45,Moderate,650,10,Low,2.37,Low,12.45
28479,20,Low,,,,1.97,Low,17.24
28480,49,High,20950,39,Moderate,0.93,Low,455.94
28501,67,High,25600,55,High,4.54,Moderate,40.2
28502,,,,55,High,,,
28503,,,,55,High,,,
28504,54,High,19750,55,High,3.03,Moderate,68.08
28508,34,Moderate,,,,3.99,Moderate,
28509,77,Very High,34750,,,,,16.91
28510,43,Moderate,650,,,2.44,Low,167.54
28511,62,High,24934,,,2.72,Low,93.82
28512,44,Moderate,325,32,Moderate,1.91,Low,50.56
28513,36,Moderate,1300,3,Low,2.81,Low,6.48
28515,53,High,,60,High,4.82,Moderate,196.85
28516,46,High,325,68,High,2.43,Low,88.43
28518,33,Moderate,,54,High,2.81,Low,31.36
28519,55,High,,39,Moderate,4.26,Moderate,395.21
28520,46,High,26200,,,2.36,Low,371.83
28521,48,High,20590,3,Low,3.04,Moderate,45.93
28523,53,High,650,10,Low,3.39,Moderate,2.68
28524,67,High,28690,,,2.16,Low,1239.08
28525,36,Moderate,1300,0,Low,2.85,Low,1.69
28526,33,Moderate,,45,High,3.14,Moderate,3.69
28527,46,High,,,,2.42,Low,1.27
28528,48,High,,,,2.15,Low,17.01
28529,46,High,,,,2.29,Low,67.56
28530,43,Moderate,,10,Low,3.91,Moderate,43.03
28531,52,High,325,6,Low,2.61,Low,25.76
28532,34,Moderate,1300,11,Low,2.33,Low,41.19
28533,,,,0,Low,,,
28537,66,High,23620,,,,,2664.77
28538,33,Moderate,,40,Moderate,2.8,Low,19.17
28539,22,Moderate,11750,10,Low,2.5,Low,5.54
28540,52,High,325,90,Critical,2.5,Low,16.91
28541,,,,90,Critical,,,
28542,15,Low,,0,Low,1.36,Low,
28543,17,Low,,,,3.51,Moderate,
28544,31,Moderate,,10,Low,3.1,Moderate,0.93
28546,39,Moderate,,90,Critical,2.53,Low,8.09
28547,45,Moderate,20866,0,Low,2.26,Low,
28551,35,Moderate,1300,6,Low,2.92,Low,5.48
28552,59,High,25600,,,2.53,Low,405.7
28553,63,High,24454,,,1.79,Low,160.68
28554,48,High,19750,70,Critical,2.19,Low,
28555,35,Moderate,1625,61,High,2.15,Low,10.06
28556,23,Moderate,,,,2.33,Low,601.42
28557,36,Moderate,975,78,Critical,2.26,Low,26.32
28560,45,Moderate,650,53,High,2.47,Low,227
28561,,,,53,High,,,
28562,32,Moderate,,53,High,2.06,Low,117.93
28563,,,,53,High,,,
28564,,,,53,High,,,
28570,39,Moderate,,36,Moderate,2.22,Low,38.27
28571,41,Moderate,,48,High,2.26,Low,598.04
28572,52,High,650,48,High,2.66,Low,4.6
28573,47,High,,84,Critical,2.68,Low,242.76
28574,30,Moderate,,29,Moderate,2.3,Low,9.17
28575,33,Moderate,1300,,,1.17,Low,56.17
28577,22,Moderate,,,,1.74,Low,635.79
28578,34,Moderate,,,,2.74,Low,39.72
28579,45,Moderate,325,,,1.53,Low,348.3
28580,44,Moderate,650,15,Low,3.31,Moderate,9.11
28581,50,High,,10,Low,,,604.68
28582,22,Moderate,,,,2.05,Low,2.59
28584,30,Moderate,11750,45,High,1.88,Low,47.57
28585,35,Moderate,1950,18,Low,2.46,Low,91.39
28586,36,Moderate,975,6,Low,3.3,Moderate,17.58
28587,36,Moderate,,,,4.91,Moderate,1100.47
28589,44,Moderate,19750,,,,,1508.8
28590,21,Moderate,1350,53,High,1.84,Low,3
28594,40,Moderate,1625,58,High,1.72,Low,40.87
28601,46,High,,60,High,2.26,Low,2.26
28602,47,High,20950,60,High,2.74,Low,0.9
28603,,,,60,High,,,
28604,35,Moderate,975,36,Moderate,2.4,Low,8.47
28605,36,Moderate,1300,48,High,2.05,Low,4.24
28606,71,Very High,21478,10,Low,3.01,Moderate,
28607,34,Moderate,1300,48,High,3.48,Moderate,15.57
28608,,,,48,High,,,
28609,36,Moderate,975,40,Moderate,1.88,Low,5.83
28610,43,Moderate,1625,71,Critical,2.46,Low,10.06
28611,33,Moderate,,,,,,34
28612,44,Moderate,650,,,2.74,Low,
28613,27,Moderate,1300,30,Moderate,2.75,Low,1
28615,60,High,2925,,,3.27,Moderate,19.23
28616,50,High,31860,46,High,1.43,Low,6.93
28617,46,High,20854,,,2.71,Low,6.76
28618,44,Moderate,650,,,2.45,Low,0.46
28619,49,High,20614,21,Moderate,3.84,Moderate,
28621,43,Moderate,3250,26,Moderate,2.82,Low,0.02
28622,47,High,,40,Moderate,3.4,Moderate,19.15
28623,45,Moderate,,,,3.4,Moderate,
28624,47,High,,6,Low,4.22,Moderate,0.67
28625,33,Moderate,,60,High,2.37,Low,0.02
28626,33,Moderate,1625,29,Moderate,2.15,Low,14.45
28627,46,High,,,,3.57,Moderate,
28628,55,High,,76,Critical,,,
28630,36,Moderate,975,41,Moderate,2.33,Low,1.78
28631,49,High,20866,,,5.33,Moderate,12.26
28633,,,,73,Critical,,,
28634,47,High,,,,2.18,Low,0.35
28635,36,Moderate,975,39,Moderate,3.44,Moderate,
28636,35,Moderate,1625,20,Moderate,2.26,Low,
28637,59,High,25300,39,Moderate,2.64,Low,
28638,46,High,,50,High,2.6,Low,0.02
28640,44,Moderate,,79,Critical,3.01,Moderate,7.17
28641,70,High,31500,83,Critical,,,85.61
28642,57,High,2925,42,Moderate,3.35,Moderate,
28643,50,High,20326,58,High,3.17,Moderate,21.27
28644,49,High,2925,,,4.53,Moderate,2.2
28645,48,High,20650,73,Critical,3.04,Moderate,0.42
28646,53,High,,54,High,2.08,Low,28.11
28649,34,Moderate,1300,,,3.54,Moderate,0.82
28650,42,Moderate,,3,Low,2.14,Low,0.03
28651,45,Moderate,,36,Moderate,2.68,Low,
28652,34,Moderate,975,,,,,6.16
28653,77,Very High,34750,,,,,
28654,44,Moderate,325,46,High,2.87,Low,
28655,55,High,19750,23,Moderate,2.87,Low,7.5
28657,45,Moderate,,89,Critical,2.72,Low,42.13
28658,55,High,21334,73,Critical,2.26,Low,0.4
28659,49,High,20902,,,3.09,Moderate,2.31
28660,35,Moderate,,,,2.06,Low,
28661,,,,70,Critical,,,
28662,62,High,31500,,,,,168.49
28663,34,Moderate,,,,,,
28664,51,High,28300,,,,,11.36
28665,35,Moderate,1300,,,3.62,Moderate,0.08
28666,77,Very High,34750,,,,,
28667,65,High,24454,74,Critical,,,2.16
28668,35,Moderate,,25,Moderate,,,1.32
28669,47,High,,,,2.96,Low,
28670,49,High,3590,21,Moderate,3.25,Moderate,
28671,60,High,24550,69,High,2.17,Low,
28672,43,Moderate,,,,,,2.91
28673,32,Moderate,,22,Moderate,1.55,Low,0.34
28675,53,High,,21,Moderate,3.48,Moderate,2.44
28676,56,High,3250,,,2.66,Low,
28677,47,High,,60,High,2.6,Low,1.55
28678,34,Moderate,,,,2.16,Low,0.73
28679,46,High,325,,,2.37,Low,29.63
28680,,,,23,Moderate,,,
28681,45,Moderate,325,35,Moderate,2.5,Low,0.09
28682,21,Moderate,1350,,,1.58,Low,
28683,43,Moderate,650,,,3.32,Moderate,
28684,32,Moderate,,52,High,2.32,Low,13.19
28685,56,High,19750,,,3.41,Moderate,
28687,,,,60,High,,,
28689,33,Moderate,,,,2.27,Low,0.59
28690,58,High,3250,55,High,2.26,Low,0.05
28692,35,Moderate,975,,,3.15,Moderate,3.17
28693,44,Moderate,,,,2.75,Low,13.55
28694,45,Moderate,,71,Critical,3.19,Moderate,5.56
28697,46,High,19750,3,Low,2.78,Low,1.75
28698,36,Moderate,1950,,,2.71,Low,9.78
28701,31,Moderate,,,,1.67,Low,5.62
28702,32,Moderate,,18,Low,4.15,Moderate,
28704,54,High,11750,57,High,1.94,Low,0.63
28705,48,High,21550,42,Moderate,2.82,Low,14.98
28707,82,Very High,20578,46,High,3.42,Moderate,
28708,45,Moderate,,,,,,
28709,46,High,,,,2.03,Low,77.72
28711,53,High,650,83,Critical,2.22,Low,15.36
28712,47,High,,73,Critical,2.49,Low,7.01
28713,58,High,975,58,High,2.72,Low,4.09
28714,44,Moderate,650,19,Low,2.71,Low,19.29
28715,57,High,,83,Critical,2.16,Low,4.41
28716,50,High,3590,45,High,2.56,Low,50.79
28717,38,Moderate,,76,Critical,2.1,Low,0.86
28718,33,Moderate,,,,2.16,Low,10.56
28719,34,Moderate,1300,,,2.94,Low,1.9
28720,69,High,25900,45,High,,,736.9
28721,36,Moderate,975,56,High,2.28,Low,63.14
28722,44,Moderate,325,79,Critical,2.52,Low,4.47
28723,33,Moderate,,93,Critical,3.52,Moderate,0.92
28725,62,High,3590,30,Moderate,,,95.53
28726,47,High,21334,,,2.71,Low,0.67
28727,,,,28,Moderate,,,
28729,34,Moderate,975,25,Moderate,1.89,Low,2.31
28730,33,Moderate,,58,High,1.68,Low,4.74
28731,31,Moderate,,63,High,2.33,Low,3.39
28732,31,Moderate,,61,High,1.93,Low,21.92
28733,50,High,20506,6,Low,1.04,Low,
28734,43,Moderate,975,56,High,3.05,Moderate,2.35
28735,59,High,30640,,,,,20.83
28736,41,Moderate,,65,High,2.27,Low,
28739,45,Moderate,,90,Critical,2.18,Low,12.29
28740,51,High,31980,,,3.66,Moderate,15.28
28741,53,High,325,93,Critical,2.23,Low,1
28742,33,Moderate,1300,,,1.58,Low,8.35
28743,37,Moderate,975,79,Critical,3.25,Moderate,20.55
28744,,,,56,High,,,
28745,61,High,27250,59,High,1.33,Low,
28746,34,Moderate,1625,59,High,2.33,Low,11.57
28747,53,High,,70,Critical,2.54,Low,
28748,31,Moderate,,100,Critical,2.35,Low,0.44
28749,62,High,3590,58,High,,,
28751,33,Moderate,1625,51,High,2.31,Low,7.46
28752,46,High,,76,Critical,2.79,Low,6.62
28753,46,High,,56,High,2.73,Low,29.67
28754,44,Moderate,650,36,Moderate,2.23,Low,3.22
28755,,,,6,Low,,,
28756,28,Moderate,1625,48,High,2.83,Low,0.96
28757,64,High,28990,54,High,,,6.95
28759,30,Moderate,,33,Moderate,1.72,Low,2
28761,41,Moderate,,58,High,2.25,Low,14.87
28762,47,High,21310,79,Critical,2.93,Low,30.73
28763,34,Moderate,1625,,,2.37,Low,0.59
28765,,,,18,Low,,,
28766,32,Moderate,,,,2.56,Low,12.35
28768,52,High,650,33,Moderate,2.11,Low,10.58
28770,62,High,34750,29,Moderate,,,
28771,43,Moderate,975,48,High,3.16,Moderate,0.07
28772,32,Moderate,,89,Critical,2.01,Low,40.33
28773,62,High,,6,Low,1.9,Low,16.58
28774,30,Moderate,,79,Critical,1.29,Low,0.29
28775,36,Moderate,975,,,2.98,Low,
28777,47,High,20998,33,Moderate,2.46,Low,3.31
28778,45,Moderate,650,,,2.11,Low,64.9
28779,45,Moderate,325,93,Critical,2.82,Low,0.85
28781,45,Moderate,,,,3.03,Moderate,
28782,48,High,20998,51,High,2.49,Low,7.45
28783,35,Moderate,975,,,3.09,Moderate,4.28
28784,,,,33,Moderate,,,
28785,32,Moderate,,75,Critical,2.41,Low,1.8
28786,47,High,21130,75,Critical,2.74,Low,6.92
28787,34,Moderate,,90,Critical,2.04,Low,5.92
28788,61,High,24550,,,1.96,Low,
28789,55,High,,46,High,3.33,Moderate,0.17
28790,34,Moderate,,,,1.56,Low,1.18
28791,46,High,,90,Critical,1.96,Low,4.61
28792,35,Moderate,1625,90,Critical,2.79,Low,19.3
28793,,,,90,Critical,,,
28801,84,Very High,26518,90,Critical,3,Moderate,21.21
28802,,,,90,Critical,,,
28803,56,High,,90,Critical,2.17,Low,48.38
28804,71,Very High,21334,90,Critical,1.92,Low,9.19
28805,68,High,325,90,Critical,2.29,Low,46.88
28806,69,High,,90,Critical,2.56,Low,10.65
28810,,,,90,Critical,,,
28813,,,,90,Critical,,,
28814,,,,90,Critical,,,
28815,,,,90,Critical,,,
28816,,,,90,Critical,,,
28901,46,High,,53,High,3.9,Moderate,1.4
28902,34,Moderate,,,,2.33,Low,
28904,33,Moderate,,79,Critical,2.85,Low,0.41
28905,22,Moderate,,79,Critical,2.82,Low,
28906,47,High,,51,High,2.91,Low,1.35
28909,31,Moderate,,,,1.75,Low,4.55
29001,45,Moderate,325,,,2.4,Low,
29002,,,,93,Critical,,,
29003,43,Moderate,20566,3,Low,2.99,Low,10.65
29006,38,Moderate,325,38,Moderate,3.02,Moderate,0.09
29009,41,Moderate,21370,6,Low,2.44,Low,
29010,46,High,,3,Low,3.7,Moderate,0.77
29014,45,Moderate,325,,,1.98,Low,
29015,44,Moderate,650,,,3.3,Moderate,
29016,20,Low,,,,1.53,Low,0.33
29018,45,Moderate,,6,Low,3.86,Moderate,
29020,46,High,19750,0,Low,2.58,Low,0.52
29021,,,,0,Low,,,
29030,36,Moderate,1300,,,2.3,Low,
29031,43,Moderate,650,91,Critical,2.38,Low,
29032,26,Moderate,,0,Low,2.72,Low,
29033,48,High,23650,0,Low,2.67,Low,3.36
29036,30,Moderate,,26,Moderate,1.32,Low,0.38
29037,32,Moderate,,,,3.91,Moderate,
29038,35,Moderate,1300,,,3.75,Moderate,8.38
